1125,929,357,1646,0,0,0,0,0,1,0
1229,1090,433,1818,0,0,0,0,0,1,0
1291,1101,411,1875,0,0,0,0,0,1,0
1315,1108,417,1905,0,0,0,0,0,1,0
1206,1025,385,1758,0,0,0,0,0,1,0
931,769,295,1379,0,0,0,0,0,1,0
1270,1127,397,1846,0,0,0,0,0,1,0
1101,903,350,1614,0,0,0,0,0,1,0
1587,1411,541,2299,0,0,0,0,0,1,0
1185,981,374,1727,0,0,0,0,0,1,0
978,822,319,1450,0,0,0,0,0,1,0
1141,959,369,1675,0,0,0,0,0,1,0
1191,993,375,1733,0,0,0,0,0,1,0
1579,2178,1398,3471,0,0,0,0,0,0,1
843,1280,910,2177,0,0,0,0,0,0,1
1195,1665,1145,2803,0,0,0,0,0,0,1
1387,2073,1295,3226,0,0,0,0,0,0,1
1330,1779,1177,2941,0,0,0,0,0,0,1
1081,1673,1080,2641,0,0,0,0,0,0,1
816,1193,870,2081,0,0,0,0,0,0,1
977,1439,973,2383,0,0,0,0,0,0,1
985,1555,1107,2563,0,0,0,0,0,0,1
1027,1627,1095,2610,0,0,0,0,0,0,1
1460,2193,1412,3458,0,0,0,0,0,0,1
999,1464,987,2417,0,0,0,0,0,0,1
1089,1807,1280,2910,0,0,0,0,0,0,1
847,1273,941,2209,0,0,0,0,0,0,1
967,1461,959,2361,0,0,0,0,0,0,1
997,1588,1131,2608,0,0,0,0,0,0,1
1017,1522,1035,2510,0,0,0,0,0,0,1
1093,1721,1120,2715,0,0,0,0,0,0,1
1116,1834,1307,2958,0,0,0,0,0,0,1
957,1498,1041,2484,0,0,0,0,0,0,1

