259,245,97,472,1,0,0,0,0,0,0
265,249,98,479,1,0,0,0,0,0,0
277,258,103,500,1,0,0,0,0,0,0
273,256,101,493,1,0,0,0,0,0,0
265,248,98,480,1,0,0,0,0,0,0
274,256,102,495,1,0,0,0,0,0,0
275,257,103,496,1,0,0,0,0,0,0
270,252,101,487,1,0,0,0,0,0,0
277,258,103,498,1,0,0,0,0,0,0
274,256,102,494,1,0,0,0,0,0,0
269,252,99,485,1,0,0,0,0,0,0
269,252,99,486,1,0,0,0,0,0,0
277,258,103,499,1,0,0,0,0,0,0
277,259,103,499,1,0,0,0,0,0,0
270,253,101,487,1,0,0,0,0,0,0
275,257,103,496,1,0,0,0,0,0,0
277,258,103,498,1,0,0,0,0,0,0
267,251,99,484,1,0,0,0,0,0,0
277,258,103,498,1,0,0,0,0,0,0
277,258,103,499,1,0,0,0,0,0,0
5551,5573,1523,7504,0,1,0,0,0,0,0
6947,6693,1897,9165,0,1,0,0,0,0,0
5453,5484,1471,7372,0,1,0,0,0,0,0
5319,5221,1441,7172,0,1,0,0,0,0,0
7139,6902,1975,9418,0,1,0,0,0,0,0
4433,4336,1213,6068,0,1,0,0,0,0,0
6097,5887,1677,8153,0,1,0,0,0,0,0
6154,6183,1674,8251,0,1,0,0,0,0,0
5775,5477,1595,7748,0,1,0,0,0,0,0
4865,4769,1315,6611,0,1,0,0,0,0,0
6841,6957,1891,9100,0,1,0,0,0,0,0
5076,5035,1419,6913,0,1,0,0,0,0,0
5876,5716,1595,7859,0,1,0,0,0,0,0
5166,5148,1391,6994,0,1,0,0,0,0,0
6243,6169,1699,8323,0,1,0,0,0,0,0
5853,5555,1623,7850,0,1,0,0,0,0,0
5313,5259,1457,7186,0,1,0,0,0,0,0
6287,6005,1735,8389,0,1,0,0,0,0,0
4924,4886,1336,6698,0,1,0,0,0,0,0
4503,4453,1247,6175,0,1,0,0,0,0,0
2513,3862,1034,4780,0,0,1,0,0,0,0
1949,3026,813,3849,0,0,1,0,0,0,0
2478,3899,1049,4761,0,0,1,0,0,0,0
2544,3745,1059,4696,0,0,1,0,0,0,0
2207,3537,929,4373,0,0,1,0,0,0,0
2513,3811,1037,4745,0,0,1,0,0,0,0
2171,3311,903,4160,0,0,1,0,0,0,0
2503,3879,1026,4818,0,0,1,0,0,0,0
2367,3684,987,4560,0,0,1,0,0,0,0
2287,3299,939,4231,0,0,1,0,0,0,0
2196,3426,913,4257,0,0,1,0,0,0,0
2565,3934,1069,4941,0,0,1,0,0,0,0
2171,3126,889,4026,0,0,1,0,0,0,0
2244,3597,941,4450,0,0,1,0,0,0,0
1792,2760,742,3486,0,0,1,0,0,0,0
2055,3101,835,3933,0,0,1,0,0,0,0
1985,3065,822,3894,0,0,1,0,0,0,0
2345,3678,983,4523,0,0,1,0,0,0,0
2127,3227,871,4087,0,0,1,0,0,0,0
2089,3257,871,4099,0,0,1,0,0,0,0
4151,2691,1037,5431,0,0,0,1,0,0,0
4374,2915,1085,5650,0,0,0,1,0,0,0
4985,3162,1235,6253,0,0,0,1,0,0,0
5813,4045,1561,7481,0,0,0,1,0,0,0
3883,2595,963,5063,0,0,0,1,0,0,0
4736,3115,1232,6161,0,0,0,1,0,0,0
4003,2589,1026,5240,0,0,0,1,0,0,0
5365,3707,1317,6828,0,0,0,1,0,0,0
4221,2715,1049,5516,0,0,0,1,0,0,0
3797,2464,981,4987,0,0,0,1,0,0,0
3269,2057,803,4318,0,0,0,1,0,0,0
4609,3090,1219,6024,0,0,0,1,0,0,0
4516,3136,1145,5838,0,0,0,1,0,0,0
3855,2450,952,5043,0,0,0,1,0,0,0
4307,2805,1089,5621,0,0,0,1,0,0,0
4613,2963,1139,5972,0,0,0,1,0,0,0
4487,3053,1129,5802,0,0,0,1,0,0,0
4271,2757,1069,5608,0,0,0,1,0,0,0
5671,3716,1432,7261,0,0,0,1,0,0,0
4205,2834,1039,5451,0,0,0,1,0,0,0
3263,1537,817,4624,0,0,0,0,1,0,0
2569,1169,623,3616,0,0,0,0,1,0,0
2552,1178,631,3616,0,0,0,0,1,0,0
2957,1337,735,4186,0,0,0,0,1,0,0
2763,1299,707,3979,0,0,0,0,1,0,0
2656,1450,765,3871,0,0,0,0,1,0,0
2317,1101,577,3273,0,0,0,0,1,0,0
2444,1118,603,3477,0,0,0,0,1,0,0
2336,1210,620,3327,0,0,0,0,1,0,0
2861,1404,759,4125,0,0,0,0,1,0,0
3170,1644,845,4432,0,0,0,0,1,0,0
2333,1152,600,3309,0,0,0,0,1,0,0
2429,1113,611,3489,0,0,0,0,1,0,0
2595,1244,679,3768,0,0,0,0,1,0,0
2041,954,509,2922,0,0,0,0,1,0,0
2915,1643,845,4213,0,0,0,0,1,0,0
2766,1345,721,3985,0,0,0,0,1,0,0
2202,1003,545,3144,0,0,0,0,1,0,0
2471,1163,643,3590,0,0,0,0,1,0,0
2079,981,526,2987,0,0,0,0,1,0,0
1873,1794,681,2736,0,0,0,0,0,1,0
1034,878,323,1522,0,0,0,0,0,1,0
1822,1726,655,2656,0,0,0,0,0,1,0
1033,843,329,1525,0,0,0,0,0,1,0
1261,1115,433,1857,0,0,0,0,0,1,0
1301,1141,460,1921,0,0,0,0,0,1,0
1260,1095,436,1849,0,0,0,0,0,1,0
